gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Charges_Per_Tenure,TotalCharges
Female,0,Yes,33,Yes,Yes,Fiber optic,Month-to-month,88.6,No,2.605882352941176,2923.7999999999997
Female,0,No,42,Yes,Yes,DSL,One year,60.15,No,1.3988372093023256,2526.2999999999997
Male,0,No,23,Yes,No,Fiber optic,One year,99.95,No,4.164583333333334,2298.85
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,70.7,No,7.855555555555556,565.6
Male,0,No,66,Yes,No,DSL,One year,54.8,No,0.817910447761194,3616.7999999999997
Male,0,No,24,Yes,No,DSL,Month-to-month,49.55,Yes,1.982,1189.1999999999998
Male,1,No,24,Yes,Yes,DSL,Month-to-month,54.8,No,2.1919999999999997,1315.1999999999998
Male,0,No,69,Yes,Yes,DSL,One year,78.6,Yes,1.1228571428571428,5423.4
Female,0,No,53,Yes,No,Fiber optic,One year,100.3,No,1.8574074074074074,5315.9
Female,0,No,60,No,No,DSL,Two year,53.6,No,0.878688524590164,3216.0
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,81.1,Yes,10.1375,567.6999999999999
Female,0,No,20,Yes,No,DSL,One year,19.35,No,0.9214285714285715,387.0
Female,0,Yes,23,Yes,Yes,Fiber optic,Month-to-month,85.6,No,3.5666666666666664,1968.8
Male,0,Yes,72,Yes,No,DSL,Two year,80.8,No,1.106849315068493,5817.599999999999
Male,0,No,11,Yes,Yes,Fiber optic,Month-to-month,74.95,Yes,6.245833333333334,824.45
Male,0,No,21,Yes,No,DSL,Two year,19.6,No,0.890909090909091,411.6
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,93.55,Yes,46.775,93.55
Male,1,No,31,Yes,Yes,Fiber optic,Month-to-month,90.7,No,2.834375,2811.7000000000003
Female,0,No,57,Yes,No,DSL,Two year,69.75,No,1.2025862068965518,3975.75
Female,0,Yes,45,Yes,No,DSL,Two year,20.0,No,0.43478260869565216,900.0
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,95.25,No,8.659090909090908,952.5
Female,0,No,58,Yes,Yes,Fiber optic,Month-to-month,102.1,Yes,1.730508474576271,5921.799999999999
Male,0,Yes,14,Yes,No,DSL,Month-to-month,19.95,No,1.3299999999999998,279.3
Male,0,No,27,Yes,Yes,DSL,One year,80.85,No,2.8874999999999997,2182.95
Female,0,Yes,14,Yes,Yes,Fiber optic,Month-to-month,90.9,Yes,6.0600000000000005,1272.6000000000001
Female,0,Yes,12,No,No,DSL,Month-to-month,29.2,Yes,2.246153846153846,350.4
Female,0,Yes,69,Yes,Yes,Fiber optic,Two year,93.3,No,1.3328571428571427,6437.7
Female,0,Yes,25,Yes,No,Fiber optic,Month-to-month,89.15,Yes,3.428846153846154,2228.75
Male,1,No,58,Yes,Yes,Fiber optic,One year,108.85,Yes,1.844915254237288,6313.299999999999
Female,0,Yes,35,No,No,DSL,Two year,46.35,No,1.2875,1622.25
Female,1,No,16,Yes,Yes,Fiber optic,Month-to-month,84.75,Yes,4.985294117647059,1356.0
Male,0,Yes,45,Yes,Yes,DSL,One year,78.75,No,1.7119565217391304,3543.75
Female,0,No,17,Yes,No,Fiber optic,Month-to-month,83.55,No,4.641666666666667,1420.35
Female,0,Yes,1,Yes,No,DSL,Month-to-month,45.7,Yes,22.85,45.7
Male,0,No,22,Yes,No,DSL,One year,19.6,No,0.8521739130434783,431.20000000000005
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,69.95,Yes,34.975,69.95
Male,0,Yes,67,Yes,No,DSL,Two year,67.85,No,0.9977941176470587,4545.95
Female,0,Yes,67,Yes,Yes,Fiber optic,Two year,105.65,No,1.5536764705882353,7078.55
Female,0,No,2,No,No,DSL,Month-to-month,44.6,Yes,14.866666666666667,89.2
Male,0,No,23,Yes,Yes,Fiber optic,Month-to-month,74.95,Yes,3.122916666666667,1723.8500000000001
Female,1,No,9,Yes,No,Fiber optic,Month-to-month,75.5,No,7.55,679.5
Female,0,No,5,Yes,No,DSL,Month-to-month,20.15,No,3.358333333333333,100.75
Male,0,No,54,No,No,DSL,Two year,45.2,No,0.8218181818181819,2440.8
Female,0,No,57,Yes,No,Fiber optic,Two year,95.25,Yes,1.6422413793103448,5429.25
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,89.85,Yes,3.594,2156.3999999999996
Female,0,Yes,49,Yes,Yes,Fiber optic,One year,100.45,Yes,2.009,4922.05
Male,0,No,5,Yes,Yes,DSL,Month-to-month,47.15,Yes,7.858333333333333,235.75
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,80.2,Yes,26.733333333333334,160.4
Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,87.1,Yes,17.419999999999998,348.4
Male,0,Yes,70,Yes,Yes,DSL,Two year,79.25,No,1.1161971830985915,5547.5
Male,0,No,5,Yes,Yes,Fiber optic,Month-to-month,75.9,Yes,12.65,379.5
Male,0,Yes,53,Yes,Yes,DSL,Month-to-month,85.7,No,1.587037037037037,4542.1
Female,0,No,47,Yes,Yes,Fiber optic,Month-to-month,98.75,Yes,2.0572916666666665,4641.25
Female,0,Yes,31,Yes,No,DSL,One year,20.1,No,0.628125,623.1
Male,0,Yes,13,Yes,No,DSL,Month-to-month,61.8,No,4.414285714285714,803.4
Female,0,Yes,28,Yes,Yes,DSL,Month-to-month,49.9,No,1.7206896551724138,1397.2
Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,86.45,Yes,7.859090909090909,864.5
Male,0,No,38,Yes,No,DSL,Two year,20.4,No,0.523076923076923,775.1999999999999
Female,0,No,1,Yes,No,DSL,Month-to-month,45.3,Yes,22.65,45.3
Male,0,No,67,Yes,Yes,Fiber optic,One year,104.1,Yes,1.5308823529411764,6974.7
Male,0,No,52,Yes,No,DSL,One year,75.4,No,1.4226415094339624,3920.8
Male,0,Yes,62,Yes,No,Fiber optic,Two year,108.15,No,1.7166666666666668,6705.3
Female,0,No,16,Yes,No,Fiber optic,Month-to-month,86.25,No,5.073529411764706,1380.0
Female,1,No,5,Yes,Yes,Fiber optic,Month-to-month,81.0,Yes,13.5,405.0
Male,0,No,12,Yes,No,Fiber optic,One year,95.7,No,7.361538461538462,1148.4
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,116.85,No,1.6006849315068492,8413.199999999999
Male,1,No,71,Yes,Yes,Fiber optic,One year,105.75,No,1.46875,7508.25
Female,0,No,24,Yes,No,DSL,One year,20.15,No,0.8059999999999999,483.59999999999997
Female,0,No,15,Yes,No,DSL,Two year,19.6,No,1.225,294.0
Male,0,No,67,Yes,No,Fiber optic,One year,90.6,Yes,1.3323529411764705,6070.2
Male,0,Yes,2,Yes,Yes,DSL,Month-to-month,60.95,No,20.316666666666666,121.9
Female,0,Yes,5,No,No,DSL,Month-to-month,25.05,No,4.175,125.25
Female,0,No,15,Yes,No,Fiber optic,Month-to-month,88.15,Yes,5.509375,1322.25
Male,0,No,1,Yes,No,DSL,Month-to-month,20.2,Yes,10.1,20.2
Male,0,Yes,41,Yes,No,DSL,One year,60.3,No,1.4357142857142857,2472.2999999999997
Female,0,Yes,43,Yes,No,DSL,Month-to-month,63.95,No,1.4534090909090909,2749.85
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,74.3,No,37.15,74.3
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,70.6,No,35.3,70.6
Female,0,Yes,26,Yes,No,Fiber optic,Month-to-month,90.8,Yes,3.3629629629629627,2360.7999999999997
Male,0,No,22,Yes,Yes,Fiber optic,Month-to-month,79.35,Yes,3.4499999999999997,1745.6999999999998
Male,0,No,71,Yes,Yes,DSL,Two year,90.55,No,1.2576388888888888,6429.05
Male,0,No,7,Yes,No,DSL,Two year,19.45,No,2.43125,136.15
Female,1,No,28,Yes,Yes,DSL,Month-to-month,64.45,No,2.222413793103448,1804.6000000000001
Male,1,No,16,Yes,No,Fiber optic,Month-to-month,69.65,No,4.097058823529412,1114.4
Male,0,No,7,Yes,No,DSL,One year,19.5,No,2.4375,136.5
Female,0,No,69,Yes,Yes,Fiber optic,Two year,110.5,No,1.5785714285714285,7624.5
Female,0,Yes,1,No,No,DSL,Month-to-month,24.7,No,12.35,24.7
Male,0,No,3,Yes,No,DSL,Month-to-month,77.4,No,19.35,232.20000000000002
Male,1,No,21,Yes,No,Fiber optic,Month-to-month,96.8,Yes,4.3999999999999995,2032.8
Female,0,No,69,Yes,Yes,Fiber optic,Month-to-month,85.4,No,1.22,5892.6
Female,0,No,71,No,No,DSL,Two year,47.6,No,0.6611111111111111,3379.6
Female,0,Yes,69,Yes,No,DSL,Two year,19.4,No,0.27714285714285714,1338.6
Female,0,No,48,Yes,Yes,Fiber optic,Month-to-month,103.85,No,2.1193877551020406,4984.799999999999
Male,0,No,47,Yes,Yes,Fiber optic,Month-to-month,83.35,Yes,1.7364583333333332,3917.45
Female,0,No,2,Yes,Yes,DSL,Month-to-month,49.4,Yes,16.466666666666665,98.8
Male,0,No,45,Yes,Yes,Fiber optic,Month-to-month,108.45,No,2.357608695652174,4880.25
Male,0,No,51,Yes,Yes,Fiber optic,Month-to-month,81.0,No,1.5576923076923077,4131.0
Female,0,No,22,Yes,Yes,DSL,Month-to-month,79.2,Yes,3.4434782608695653,1742.4
Male,0,No,72,Yes,Yes,DSL,Two year,86.65,No,1.1869863013698632,6238.8
Male,0,Yes,37,Yes,Yes,Fiber optic,Month-to-month,92.95,No,2.4460526315789473,3439.15
Male,0,Yes,71,Yes,Yes,DSL,Two year,90.35,No,1.254861111111111,6414.849999999999
Male,0,Yes,7,Yes,No,DSL,Month-to-month,48.7,Yes,6.0875,340.90000000000003
Female,0,No,66,Yes,Yes,DSL,Two year,25.15,No,0.37537313432835817,1659.8999999999999
Male,0,Yes,51,Yes,No,DSL,One year,76.4,No,1.4692307692307693,3896.4
Female,0,Yes,30,Yes,No,DSL,One year,19.55,No,0.6306451612903226,586.5
Female,0,No,34,Yes,Yes,Fiber optic,Month-to-month,85.35,No,2.4385714285714286,2901.8999999999996
Male,0,Yes,64,Yes,Yes,DSL,Two year,24.8,No,0.38153846153846155,1587.2
Male,1,No,65,Yes,Yes,Fiber optic,One year,103.15,No,1.562878787878788,6704.75
Male,0,No,47,Yes,Yes,Fiber optic,Month-to-month,100.75,No,2.0989583333333335,4735.25
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,95.6,Yes,47.8,95.6
Female,0,No,49,Yes,Yes,DSL,Month-to-month,59.75,Yes,1.195,2927.75
Female,0,Yes,67,Yes,Yes,Fiber optic,Two year,94.1,No,1.3838235294117647,6304.7
Male,0,Yes,39,Yes,No,DSL,One year,19.35,No,0.48375,754.6500000000001
Male,0,No,14,Yes,No,DSL,Month-to-month,19.9,No,1.3266666666666667,278.59999999999997
Female,1,No,43,Yes,No,Fiber optic,Month-to-month,108.15,Yes,2.4579545454545455,4650.45
Male,1,No,56,Yes,Yes,Fiber optic,Month-to-month,101.05,No,1.7728070175438595,5658.8
Female,0,No,14,Yes,No,DSL,One year,59.1,No,3.94,827.4
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,71.35,Yes,35.675,71.35
Male,0,Yes,16,Yes,No,DSL,One year,55.85,No,3.2852941176470587,893.6
Male,0,Yes,70,Yes,Yes,Fiber optic,Month-to-month,106.05,No,1.4936619718309858,7423.5
Male,1,No,72,Yes,Yes,DSL,Two year,84.1,No,1.152054794520548,6055.2
Female,0,Yes,23,Yes,No,Fiber optic,Month-to-month,75.3,No,3.1374999999999997,1731.8999999999999
Male,0,Yes,21,Yes,Yes,DSL,Month-to-month,24.7,No,1.1227272727272728,518.6999999999999
Female,0,No,1,Yes,No,DSL,Month-to-month,20.15,Yes,10.075,20.15
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,69.75,Yes,34.875,69.75
Female,1,No,32,Yes,Yes,Fiber optic,Month-to-month,93.2,Yes,2.824242424242424,2982.4
Male,0,Yes,17,Yes,No,Fiber optic,Month-to-month,80.85,Yes,4.491666666666666,1374.4499999999998
Female,0,No,4,No,No,DSL,Month-to-month,33.65,Yes,6.7299999999999995,134.6
Female,0,No,36,Yes,Yes,DSL,One year,55.8,No,1.508108108108108,2008.8
Female,0,No,50,No,No,DSL,Two year,39.7,No,0.7784313725490196,1985.0000000000002
Female,0,Yes,48,No,No,DSL,Month-to-month,29.5,No,0.6020408163265306,1416.0
Female,0,Yes,50,Yes,No,DSL,Two year,20.15,No,0.39509803921568626,1007.4999999999999
Male,0,No,72,Yes,Yes,DSL,Two year,79.55,No,1.0897260273972602,5727.599999999999
Male,0,Yes,10,Yes,Yes,DSL,Month-to-month,24.8,No,2.2545454545454544,248.0
Female,0,No,18,Yes,No,DSL,Month-to-month,19.65,No,1.0342105263157895,353.7
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,79.95,Yes,39.975,79.95
Female,0,No,1,Yes,No,DSL,Month-to-month,19.3,Yes,9.65,19.3
Male,0,No,9,Yes,No,Fiber optic,Month-to-month,94.05,No,9.405,846.4499999999999
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,90.75,No,30.25,181.5
Female,0,No,40,Yes,Yes,Fiber optic,Month-to-month,78.85,No,1.923170731707317,3154.0
Male,0,No,69,Yes,Yes,Fiber optic,One year,99.5,No,1.4214285714285715,6865.5
Female,0,No,37,Yes,Yes,Fiber optic,One year,99.2,Yes,2.610526315789474,3670.4
Male,0,Yes,18,Yes,Yes,Fiber optic,Month-to-month,80.55,No,4.239473684210526,1449.8999999999999
Male,1,No,11,Yes,No,Fiber optic,Month-to-month,70.2,No,5.8500000000000005,772.2
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,85.2,Yes,9.466666666666667,681.6
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,75.25,Yes,18.8125,225.75
Male,0,Yes,55,Yes,No,DSL,One year,59.45,No,1.061607142857143,3269.75
Male,0,No,33,Yes,Yes,Fiber optic,Month-to-month,93.35,No,2.7455882352941177,3080.5499999999997
Female,0,No,46,Yes,No,DSL,Month-to-month,44.95,No,0.9563829787234043,2067.7000000000003
Male,0,No,34,Yes,Yes,DSL,Two year,26.1,No,0.7457142857142858,887.4000000000001
Female,0,No,3,Yes,No,DSL,Month-to-month,20.2,No,5.05,60.599999999999994
Male,0,Yes,30,Yes,No,DSL,Two year,21.25,No,0.6854838709677419,637.5
Female,0,No,33,Yes,Yes,DSL,One year,59.4,No,1.7470588235294118,1960.2
Male,0,Yes,45,Yes,Yes,Fiber optic,One year,95.0,No,2.0652173913043477,4275.0
Male,0,No,40,Yes,No,DSL,Month-to-month,61.9,No,1.5097560975609756,2476.0
Female,0,No,71,Yes,Yes,Fiber optic,Two year,118.65,No,1.6479166666666667,8424.15
Male,0,No,1,Yes,Yes,DSL,Month-to-month,54.35,Yes,27.175,54.35
Female,0,Yes,72,No,No,DSL,Two year,64.45,No,0.8828767123287672,4640.400000000001
Female,0,Yes,22,Yes,No,Fiber optic,Month-to-month,80.15,No,3.4847826086956526,1763.3000000000002
Male,0,Yes,46,Yes,No,DSL,One year,20.2,No,0.4297872340425532,929.1999999999999
Female,0,Yes,55,Yes,No,DSL,Two year,21.0,No,0.375,1155.0
Male,0,No,1,Yes,No,DSL,Month-to-month,20.45,No,10.225,20.45
Female,0,No,12,Yes,Yes,DSL,One year,75.85,No,5.834615384615384,910.1999999999999
Male,0,No,31,Yes,Yes,Fiber optic,Month-to-month,80.45,No,2.5140625,2493.9500000000003
Male,0,No,5,No,No,DSL,Month-to-month,24.95,Yes,4.158333333333333,124.75
Female,0,Yes,67,Yes,Yes,DSL,Two year,75.5,No,1.1102941176470589,5058.5
Male,0,No,1,Yes,No,DSL,Month-to-month,44.45,No,22.225,44.45
Male,0,No,40,No,No,DSL,One year,42.35,Yes,1.0329268292682927,1694.0
Male,0,Yes,41,Yes,Yes,DSL,Month-to-month,74.55,No,1.775,3056.5499999999997
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,75.3,Yes,37.65,75.3
Male,0,No,51,Yes,Yes,Fiber optic,One year,94.8,Yes,1.823076923076923,4834.8
Male,0,Yes,42,No,No,DSL,Two year,48.15,No,1.119767441860465,2022.3
Male,0,Yes,23,Yes,No,DSL,One year,19.65,No,0.81875,451.95
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,70.55,Yes,35.275,70.55
Female,0,No,1,Yes,No,DSL,Month-to-month,20.15,No,10.075,20.15
Female,0,No,56,Yes,Yes,Fiber optic,Month-to-month,106.6,No,1.870175438596491,5969.599999999999
Male,0,Yes,15,Yes,Yes,Fiber optic,Month-to-month,91.0,No,5.6875,1365.0
Male,0,Yes,12,Yes,Yes,DSL,Two year,25.4,No,1.9538461538461538,304.79999999999995
Female,0,Yes,54,Yes,No,DSL,Two year,69.95,No,1.271818181818182,3777.3
Female,0,No,7,Yes,No,DSL,Month-to-month,66.85,No,8.35625,467.94999999999993
Female,0,Yes,33,Yes,Yes,Fiber optic,Month-to-month,86.15,Yes,2.533823529411765,2842.9500000000003
Male,0,Yes,16,Yes,No,DSL,Month-to-month,20.15,No,1.1852941176470588,322.4
Female,0,Yes,21,Yes,No,DSL,One year,64.85,No,2.9477272727272723,1361.85
Male,1,No,30,Yes,Yes,DSL,Two year,74.85,No,2.414516129032258,2245.5
Male,0,No,3,Yes,No,DSL,Month-to-month,50.5,No,12.625,151.5
Male,0,No,11,Yes,No,Fiber optic,Month-to-month,72.9,No,6.075,801.9000000000001
Female,0,No,62,Yes,Yes,Fiber optic,One year,115.05,No,1.8261904761904761,7133.099999999999
Male,0,No,18,Yes,No,DSL,Month-to-month,19.0,No,1.0,342.0
Male,0,Yes,6,Yes,No,DSL,Month-to-month,19.55,No,2.792857142857143,117.30000000000001
Female,0,No,46,Yes,Yes,Fiber optic,One year,101.1,No,2.1510638297872338,4650.599999999999
Male,0,No,21,Yes,Yes,Fiber optic,Month-to-month,84.1,No,3.8227272727272723,1766.1
Male,0,No,68,Yes,Yes,DSL,Two year,24.15,No,0.35,1642.1999999999998
Female,0,No,1,Yes,Yes,DSL,Month-to-month,50.1,No,25.05,50.1
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,74.6,No,2.869230769230769,1864.9999999999998
Female,0,Yes,24,Yes,No,DSL,Two year,19.75,No,0.79,474.0
Female,0,No,30,Yes,Yes,Fiber optic,Month-to-month,85.0,Yes,2.7419354838709675,2550.0
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,80.55,Yes,26.849999999999998,161.1
Male,0,No,51,Yes,Yes,Fiber optic,One year,106.8,No,2.0538461538461537,5446.8
Female,0,Yes,57,Yes,Yes,DSL,Two year,84.5,No,1.456896551724138,4816.5
Female,0,No,15,Yes,Yes,DSL,Two year,25.05,No,1.565625,375.75
Female,0,Yes,72,Yes,No,DSL,Two year,83.7,No,1.1465753424657534,6026.400000000001
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,75.8,Yes,25.266666666666666,151.6
Male,0,No,28,Yes,Yes,Fiber optic,Month-to-month,96.6,No,3.3310344827586205,2704.7999999999997
Male,1,No,29,Yes,Yes,Fiber optic,Month-to-month,98.5,Yes,3.283333333333333,2856.5
Male,0,Yes,70,Yes,No,Fiber optic,Two year,101.1,No,1.4239436619718309,7077.0
Female,0,No,13,Yes,No,DSL,One year,20.2,No,1.4428571428571428,262.59999999999997
Female,1,No,59,Yes,Yes,Fiber optic,One year,94.05,No,1.5675,5548.95
Male,1,No,13,Yes,Yes,Fiber optic,Month-to-month,95.25,Yes,6.803571428571429,1238.25
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,74.4,Yes,9.3,520.8000000000001
Female,0,No,62,Yes,No,DSL,Two year,81.0,No,1.2857142857142858,5022.0
Female,0,No,21,Yes,No,DSL,One year,60.25,No,2.7386363636363638,1265.25
Female,0,No,2,Yes,No,DSL,Month-to-month,60.85,No,20.283333333333335,121.7
Female,0,No,1,Yes,No,DSL,Month-to-month,43.95,No,21.975,43.95
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,86.05,No,17.21,344.2
Female,0,No,19,Yes,No,DSL,One year,20.25,No,1.0125,384.75
Female,0,No,30,Yes,No,Fiber optic,Month-to-month,85.15,Yes,2.7467741935483874,2554.5
Male,0,Yes,67,Yes,No,DSL,Two year,19.4,No,0.2852941176470588,1299.8
Male,1,No,72,Yes,Yes,Fiber optic,Two year,102.65,No,1.406164383561644,7390.8
Male,0,No,53,Yes,No,DSL,Two year,19.9,No,0.36851851851851847,1054.6999999999998
Female,0,No,5,Yes,No,DSL,One year,19.55,No,3.2583333333333333,97.75
Male,1,No,71,Yes,No,Fiber optic,Two year,95.5,No,1.3263888888888888,6780.5
Female,0,Yes,50,Yes,Yes,DSL,One year,84.15,No,1.6500000000000001,4207.5
Male,0,Yes,56,Yes,Yes,Fiber optic,Two year,103.2,No,1.8105263157894738,5779.2
Male,0,No,2,Yes,No,DSL,Month-to-month,50.2,No,16.733333333333334,100.4
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,88.55,Yes,29.516666666666666,177.1
Male,0,Yes,24,Yes,Yes,DSL,Month-to-month,54.75,Yes,2.19,1314.0
Male,0,Yes,46,Yes,No,DSL,Two year,19.95,No,0.42446808510638295,917.6999999999999
Male,0,No,71,Yes,Yes,Fiber optic,Two year,116.25,No,1.6145833333333333,8253.75
Female,0,No,29,No,No,DSL,Month-to-month,31.2,No,1.04,904.8
Male,0,Yes,69,Yes,Yes,DSL,Two year,24.45,No,0.34928571428571425,1687.05
Male,0,No,71,Yes,Yes,DSL,Two year,84.2,No,1.1694444444444445,5978.2
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,91.3,Yes,45.65,91.3
Male,1,No,56,Yes,No,DSL,Two year,85.65,No,1.5026315789473685,4796.400000000001
Male,0,Yes,56,Yes,No,DSL,One year,21.2,No,0.3719298245614035,1187.2
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,79.5,Yes,39.75,79.5
Female,0,No,28,Yes,Yes,DSL,One year,25.55,No,0.8810344827586207,715.4
Female,0,Yes,19,Yes,No,DSL,Month-to-month,20.2,No,1.01,383.8
Male,0,No,66,Yes,Yes,DSL,Month-to-month,63.85,No,0.9529850746268657,4214.1
Female,0,Yes,17,Yes,Yes,DSL,One year,61.95,No,3.441666666666667,1053.15
Male,0,Yes,52,Yes,Yes,DSL,Two year,25.75,No,0.4858490566037736,1339.0
Female,0,No,19,Yes,No,DSL,One year,58.2,No,2.91,1105.8
Female,0,No,36,Yes,No,DSL,One year,85.85,No,2.32027027027027,3090.6
Male,1,No,7,Yes,No,Fiber optic,Month-to-month,70.1,Yes,8.7625,490.69999999999993
Male,0,Yes,72,Yes,Yes,Fiber optic,One year,104.9,No,1.4369863013698632,7552.8
Male,0,Yes,67,Yes,Yes,Fiber optic,One year,111.3,Yes,1.636764705882353,7457.099999999999
Male,1,No,34,Yes,No,Fiber optic,One year,99.85,No,2.8528571428571428,3394.8999999999996
Male,1,No,57,Yes,Yes,Fiber optic,Month-to-month,95.25,Yes,1.6422413793103448,5429.25
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,86.25,Yes,10.78125,603.75
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,100.8,Yes,50.4,100.8
Male,0,No,8,Yes,No,DSL,Month-to-month,19.55,No,2.1722222222222225,156.4
Female,0,No,69,Yes,Yes,Fiber optic,Two year,104.0,No,1.4857142857142858,7176.0
Female,0,No,50,Yes,Yes,Fiber optic,One year,104.4,No,2.047058823529412,5220.0
Male,0,No,10,Yes,No,DSL,One year,19.5,No,1.7727272727272727,195.0
Female,0,Yes,12,Yes,Yes,DSL,Two year,25.25,No,1.9423076923076923,303.0
Female,0,No,14,Yes,No,Fiber optic,Month-to-month,86.3,Yes,5.753333333333333,1208.2
Female,0,No,70,No,No,DSL,Two year,49.85,No,0.7021126760563381,3489.5
Female,1,No,64,Yes,Yes,Fiber optic,Month-to-month,108.95,No,1.676153846153846,6972.8
Female,0,Yes,66,Yes,Yes,DSL,Two year,89.9,No,1.3417910447761194,5933.400000000001
Female,0,Yes,71,Yes,No,DSL,Two year,82.0,No,1.1388888888888888,5822.0
Male,1,No,20,Yes,No,Fiber optic,Month-to-month,89.95,No,4.283333333333333,1799.0
Male,0,No,72,Yes,No,DSL,Two year,79.35,No,1.0869863013698629,5713.2
Female,0,Yes,71,Yes,No,DSL,Two year,64.05,No,0.8895833333333333,4547.55
Male,0,Yes,38,Yes,Yes,Fiber optic,Month-to-month,101.15,No,2.5935897435897437,3843.7000000000003
Female,0,No,28,Yes,Yes,Fiber optic,Month-to-month,89.95,Yes,3.1017241379310345,2518.6
Male,1,No,17,Yes,No,Fiber optic,Month-to-month,76.45,Yes,4.247222222222223,1299.65
Male,0,No,33,No,No,DSL,One year,39.1,No,1.1500000000000001,1290.3
Female,0,Yes,23,No,No,DSL,Two year,34.6,No,1.4416666666666667,795.8000000000001
Male,0,Yes,58,Yes,No,DSL,One year,19.55,No,0.3313559322033898,1133.9
Female,1,No,70,Yes,Yes,Fiber optic,Two year,104.45,No,1.4711267605633804,7311.5
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,70.5,No,14.1,282.0
Male,0,Yes,45,Yes,No,DSL,Two year,20.35,No,0.44239130434782614,915.7500000000001
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,70.0,Yes,6.363636363636363,700.0
Male,0,Yes,36,Yes,No,DSL,Two year,19.45,No,0.5256756756756756,700.1999999999999
Male,0,No,54,Yes,No,DSL,Month-to-month,69.9,No,1.270909090909091,3774.6000000000004
Male,0,Yes,23,Yes,Yes,DSL,Two year,59.7,No,2.4875000000000003,1373.1000000000001
Female,0,Yes,41,Yes,Yes,DSL,One year,78.35,No,1.8654761904761903,3212.35
Male,1,No,5,Yes,No,Fiber optic,Month-to-month,71.45,No,11.908333333333333,357.25
Male,0,Yes,27,No,No,DSL,One year,45.85,No,1.6375,1237.95
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,95.85,No,47.925,95.85
Female,0,Yes,67,No,No,DSL,Two year,35.7,No,0.525,2391.9
Female,1,Yes,72,Yes,Yes,DSL,Two year,89.55,No,1.2267123287671233,6447.599999999999
Female,0,Yes,56,Yes,Yes,DSL,Two year,24.95,No,0.437719298245614,1397.2
Male,0,Yes,44,Yes,Yes,DSL,One year,24.85,No,0.5522222222222223,1093.4
Female,1,No,66,Yes,Yes,Fiber optic,Month-to-month,100.8,No,1.5044776119402985,6652.8
Female,0,No,34,Yes,Yes,DSL,One year,64.4,Yes,1.84,2189.6000000000004
Female,0,No,69,Yes,Yes,Fiber optic,Two year,105.35,No,1.505,7269.15
Female,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,102.45,Yes,51.225,102.45
Female,0,No,40,Yes,No,DSL,Two year,19.65,No,0.4792682926829268,786.0
Male,0,Yes,30,Yes,Yes,DSL,Month-to-month,54.45,No,1.756451612903226,1633.5
Female,0,No,11,Yes,No,DSL,Month-to-month,70.5,No,5.875,775.5
Female,0,No,15,Yes,No,DSL,One year,20.1,No,1.25625,301.5
Male,0,No,11,Yes,No,DSL,Month-to-month,69.35,No,5.779166666666666,762.8499999999999
Female,0,Yes,64,Yes,No,DSL,One year,19.8,No,0.3046153846153846,1267.2
Male,1,No,72,Yes,No,DSL,Two year,74.4,No,1.0191780821917809,5356.8
Male,1,No,72,Yes,Yes,Fiber optic,Two year,93.05,No,1.2746575342465754,6699.599999999999
Female,0,Yes,1,Yes,No,DSL,Month-to-month,51.2,No,25.6,51.2
Female,0,Yes,15,Yes,No,DSL,One year,65.6,No,4.1,983.9999999999999
Female,0,No,60,Yes,Yes,DSL,One year,80.55,No,1.3204918032786885,4833.0
