gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Female,1,No,66,Yes,Yes,Fiber optic,Month-to-month,100.8,No
Female,0,No,34,Yes,Yes,DSL,One year,64.4,Yes
Female,0,No,69,Yes,Yes,Fiber optic,Two year,105.35,No
Female,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,102.45,Yes
Female,0,No,40,Yes,No,DSL,Two year,19.65,No
Male,0,Yes,30,Yes,Yes,DSL,Month-to-month,54.45,No
Female,0,No,11,Yes,No,DSL,Month-to-month,70.5,No
Female,0,No,15,Yes,No,DSL,One year,20.1,No
Male,0,No,11,Yes,No,DSL,Month-to-month,69.35,No
Female,0,Yes,64,Yes,No,DSL,One year,19.8,No
Male,1,No,72,Yes,No,DSL,Two year,74.4,No
Male,1,No,72,Yes,Yes,Fiber optic,Two year,93.05,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,51.2,No
Female,0,Yes,15,Yes,No,DSL,One year,65.6,No
Female,0,No,60,Yes,Yes,DSL,One year,80.55,No
Male,0,No,56,Yes,No,DSL,One year,52.7,No
Female,0,No,8,Yes,No,DSL,Two year,20.85,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,80.1,Yes
Female,0,No,49,Yes,Yes,DSL,Month-to-month,52.15,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,80.2,Yes
Female,0,No,6,Yes,No,Fiber optic,Month-to-month,98.15,Yes
Male,0,No,70,Yes,Yes,Fiber optic,Two year,114.95,No
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,112.95,Yes
Male,1,No,52,Yes,No,Fiber optic,One year,104.45,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,113.65,No
Female,0,No,40,Yes,No,DSL,Two year,20.6,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.9,Yes
Female,1,No,3,Yes,No,Fiber optic,Month-to-month,86.85,Yes
Female,1,No,40,Yes,No,Fiber optic,Month-to-month,91.55,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,49.85,No
Male,0,No,30,Yes,No,DSL,One year,19.8,No
Male,0,Yes,23,Yes,No,Fiber optic,Month-to-month,99.85,Yes
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,74.5,Yes
Female,1,No,44,Yes,Yes,Fiber optic,Month-to-month,104.15,No
Male,0,No,65,Yes,Yes,Fiber optic,Month-to-month,109.15,Yes
Female,1,No,7,Yes,No,DSL,Month-to-month,48.2,No
Male,1,No,72,Yes,Yes,DSL,Two year,25.1,No
Female,1,No,8,Yes,Yes,Fiber optic,Month-to-month,100.15,No
Female,0,No,16,Yes,Yes,DSL,Month-to-month,65.2,Yes
Male,1,Yes,66,Yes,Yes,Fiber optic,Month-to-month,99.5,Yes
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,71.55,Yes
Male,0,Yes,3,Yes,No,DSL,Month-to-month,55.9,No
Male,0,No,53,Yes,Yes,Fiber optic,Month-to-month,93.9,Yes
Male,1,No,8,Yes,No,DSL,Month-to-month,64.4,No
Male,1,No,69,Yes,Yes,Fiber optic,Two year,108.4,Yes
Female,0,No,5,Yes,No,Fiber optic,Month-to-month,85.3,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,107.45,No
Female,0,No,13,No,No,DSL,Month-to-month,48.75,Yes
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,85.65,Yes
Female,0,Yes,54,Yes,Yes,DSL,Two year,91.3,No
Male,0,No,72,Yes,Yes,DSL,Two year,85.95,No
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,106.7,Yes
Male,0,No,1,No,No,DSL,Month-to-month,25.15,Yes
Male,1,No,1,Yes,No,DSL,Month-to-month,45.2,No
Female,0,No,54,Yes,Yes,Fiber optic,One year,110.35,Yes
Male,0,Yes,69,Yes,Yes,Fiber optic,Two year,79.2,No
Female,0,No,48,Yes,No,DSL,Two year,55.5,No
Female,0,Yes,48,Yes,Yes,Fiber optic,One year,103.25,Yes
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,90.25,No
Male,0,Yes,71,Yes,Yes,DSL,Two year,91.25,No
Male,0,No,2,Yes,No,DSL,Month-to-month,47.8,Yes
Male,0,No,67,Yes,No,Fiber optic,One year,100.9,No
Male,0,Yes,34,Yes,Yes,Fiber optic,Month-to-month,97.7,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,69.85,No
Female,0,Yes,9,Yes,No,DSL,One year,65.6,No
Male,0,Yes,71,Yes,No,Fiber optic,One year,104.65,No
Male,0,No,57,Yes,Yes,Fiber optic,Two year,90.45,No
Male,0,No,72,No,No,DSL,Two year,63.7,No
Female,1,Yes,48,Yes,No,Fiber optic,Month-to-month,104.5,No
Male,0,No,18,Yes,No,DSL,One year,20.1,No
Male,0,Yes,43,Yes,Yes,Fiber optic,One year,104.3,No
Female,0,Yes,72,Yes,Yes,DSL,Two year,93.25,No
Male,0,Yes,35,Yes,Yes,DSL,One year,73.45,No
Male,0,No,4,Yes,No,DSL,Month-to-month,20.7,No
Female,0,Yes,49,Yes,Yes,DSL,Two year,25.25,No
Female,0,Yes,71,Yes,Yes,Fiber optic,Two year,100.5,No
Male,0,Yes,11,Yes,No,Fiber optic,Month-to-month,90.6,No
Male,0,Yes,63,Yes,Yes,DSL,Two year,89.4,No
Female,1,No,65,Yes,Yes,Fiber optic,Month-to-month,95.45,No
Female,0,Yes,49,Yes,No,DSL,Two year,20.45,No
Female,0,No,29,Yes,Yes,Fiber optic,Month-to-month,98.6,Yes
Female,1,No,15,Yes,Yes,Fiber optic,Month-to-month,83.05,Yes
Female,0,Yes,4,Yes,No,DSL,Month-to-month,19.95,No
Female,0,No,72,Yes,Yes,Fiber optic,One year,109.15,No
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,85.7,No
Female,1,No,35,Yes,Yes,Fiber optic,Month-to-month,102.05,No
Female,0,No,57,Yes,Yes,Fiber optic,One year,94.7,No
Male,0,Yes,28,Yes,Yes,DSL,Month-to-month,64.4,No
Female,0,No,25,Yes,Yes,DSL,One year,26.8,No
Female,0,No,47,Yes,No,DSL,One year,66.05,No
Female,0,Yes,57,Yes,Yes,DSL,Month-to-month,65.2,No
Male,1,No,16,Yes,Yes,Fiber optic,Month-to-month,85.05,No
Male,0,No,5,Yes,No,DSL,Month-to-month,55.8,No
Male,0,No,17,Yes,No,Fiber optic,Month-to-month,70.4,Yes
Female,1,No,56,Yes,Yes,Fiber optic,One year,104.75,Yes
Male,0,Yes,72,Yes,No,DSL,Two year,19.95,No
Female,1,No,21,Yes,Yes,Fiber optic,Month-to-month,94.25,Yes
Female,0,Yes,48,No,No,DSL,One year,45,No
Female,0,No,68,Yes,Yes,Fiber optic,Two year,114.9,No
Female,0,No,30,Yes,Yes,Fiber optic,Month-to-month,106.4,No
Female,0,No,3,Yes,No,DSL,Month-to-month,46.1,No
Female,1,No,14,No,No,DSL,Two year,39.7,No
Female,0,Yes,4,Yes,No,DSL,Month-to-month,20.05,No
Female,0,Yes,71,Yes,Yes,Fiber optic,Two year,95.75,No
Male,0,Yes,8,Yes,Yes,DSL,One year,24.4,No
Male,0,Yes,61,No,No,DSL,Month-to-month,33.6,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,90.45,No
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,84,No
Female,0,No,49,Yes,No,DSL,Two year,67.4,No
Male,0,No,8,Yes,No,DSL,Month-to-month,19.7,No
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,80.35,No
Male,0,Yes,9,Yes,No,DSL,Two year,19.6,No
Male,0,Yes,67,Yes,No,DSL,Two year,54.2,No
Male,0,No,46,Yes,No,DSL,Month-to-month,45.2,No
Female,0,No,67,Yes,Yes,DSL,One year,75.1,No
Female,0,No,55,Yes,No,DSL,One year,19.7,No
Male,0,No,33,Yes,Yes,DSL,Month-to-month,72.75,No
Male,0,Yes,62,Yes,No,DSL,Two year,20.05,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,45.95,Yes
Male,0,Yes,49,No,No,DSL,Month-to-month,39.2,No
Male,0,No,1,Yes,No,DSL,Month-to-month,44.75,No
Male,0,No,14,Yes,Yes,Fiber optic,Month-to-month,82.65,No
Male,1,No,18,Yes,Yes,Fiber optic,Month-to-month,93.9,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,70.15,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,85.55,Yes
Female,0,No,72,Yes,Yes,Fiber optic,Two year,117.15,No
Male,0,No,64,Yes,Yes,Fiber optic,Two year,99.25,No
Male,0,No,69,Yes,Yes,Fiber optic,Two year,112.55,No
Female,0,No,1,Yes,Yes,DSL,Month-to-month,25.7,No
Male,0,Yes,71,Yes,Yes,DSL,Two year,90.3,No
Female,0,Yes,66,Yes,No,DSL,One year,49.4,No
Male,0,No,2,Yes,No,DSL,Month-to-month,19.4,No
Female,1,No,71,Yes,No,Fiber optic,Two year,109.7,No
Male,0,No,11,Yes,No,DSL,One year,61.25,No
Male,0,Yes,47,Yes,No,DSL,Month-to-month,55.3,No
Female,0,No,35,Yes,No,Fiber optic,Month-to-month,70.3,Yes
Male,1,No,32,Yes,Yes,Fiber optic,Month-to-month,106.35,Yes
Male,0,Yes,60,Yes,Yes,Fiber optic,Month-to-month,103.75,No
Male,0,No,11,Yes,No,DSL,One year,19.5,No
Female,0,No,29,No,No,DSL,One year,39.5,No
Male,0,Yes,21,No,No,DSL,Month-to-month,26.05,No
Male,1,No,48,Yes,Yes,Fiber optic,Month-to-month,91.05,No
Female,0,Yes,3,No,No,DSL,Month-to-month,29.65,No
Female,0,Yes,43,Yes,No,DSL,Month-to-month,50.2,No
Male,0,No,5,Yes,Yes,Fiber optic,Month-to-month,105.3,No
Female,0,No,1,Yes,No,DSL,Month-to-month,55.45,No
Male,0,Yes,71,Yes,Yes,DSL,One year,85.45,No
Female,0,Yes,8,Yes,No,DSL,One year,19.8,No
Male,0,No,8,Yes,Yes,DSL,Month-to-month,59.25,No
Male,0,No,20,Yes,Yes,Fiber optic,Month-to-month,90.7,No
Female,0,Yes,33,Yes,Yes,Fiber optic,One year,103.7,Yes
Male,0,No,71,Yes,Yes,Fiber optic,One year,79.05,No
Female,1,No,31,Yes,Yes,Fiber optic,One year,90.7,No
Female,1,No,38,Yes,Yes,Fiber optic,One year,95,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,88.35,Yes
Female,0,Yes,2,No,No,DSL,Month-to-month,30.25,No
Female,0,No,12,No,No,DSL,Month-to-month,49.85,No
Female,0,Yes,9,Yes,No,Fiber optic,Month-to-month,93,No
Male,1,Yes,11,Yes,No,DSL,Month-to-month,54.55,No
Male,0,Yes,6,Yes,No,DSL,Month-to-month,19.7,No
Female,0,No,71,Yes,No,DSL,One year,84.8,No
Female,0,Yes,42,Yes,Yes,Fiber optic,One year,94.45,No
Female,0,Yes,8,Yes,No,Fiber optic,Month-to-month,94.2,Yes
Female,0,No,5,Yes,No,Fiber optic,Month-to-month,96.25,Yes
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,70.7,Yes
Female,0,Yes,45,Yes,No,DSL,Two year,20.85,No
Male,0,Yes,28,No,No,DSL,One year,60,No
Female,0,No,43,Yes,Yes,Fiber optic,Month-to-month,80.45,No
Male,0,Yes,60,Yes,Yes,DSL,Two year,84.95,No
Female,0,No,42,No,No,DSL,One year,33.55,Yes
Male,0,Yes,7,No,No,DSL,Two year,49.65,No
Female,0,No,25,Yes,No,DSL,One year,20.2,No
Female,1,Yes,40,Yes,Yes,Fiber optic,Month-to-month,94.55,Yes
Male,0,No,27,Yes,Yes,Fiber optic,One year,100.5,No
Male,0,No,10,No,No,DSL,Month-to-month,35.75,No
Female,1,No,27,Yes,Yes,Fiber optic,Month-to-month,86.45,No
Female,0,No,11,Yes,No,DSL,One year,53.8,No
Male,0,Yes,4,No,No,DSL,Month-to-month,38.55,No
Male,0,No,68,No,No,DSL,Month-to-month,39.9,No
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,70.05,No
Female,0,No,18,Yes,No,DSL,One year,20.1,No
Female,0,No,57,Yes,Yes,Fiber optic,Two year,112.95,Yes
Male,0,No,26,Yes,No,DSL,Month-to-month,20.3,No
Female,0,No,17,No,No,DSL,Month-to-month,35.65,No
Male,0,No,1,No,No,DSL,Month-to-month,35.9,Yes
Male,0,Yes,38,Yes,Yes,Fiber optic,Month-to-month,99.25,Yes
Male,1,No,59,Yes,No,Fiber optic,One year,82.95,No
Male,0,No,30,Yes,No,DSL,Two year,55.65,No
Male,1,No,2,No,No,DSL,Month-to-month,24.45,Yes
Female,1,No,50,Yes,Yes,DSL,One year,25.2,No
Male,0,No,9,No,No,DSL,One year,50.8,No
Female,0,Yes,3,Yes,No,DSL,Month-to-month,19.65,No
Female,0,Yes,14,Yes,No,DSL,Month-to-month,59.8,No
Female,1,No,31,Yes,No,Fiber optic,Month-to-month,73.55,No
Female,0,No,7,Yes,No,DSL,Month-to-month,61.4,No
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,103.35,Yes
Male,0,Yes,17,Yes,No,DSL,One year,19.9,No
Male,0,Yes,32,Yes,No,DSL,Month-to-month,19.45,No
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,81.5,No
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,84.8,Yes
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,109.55,No
Female,1,No,31,Yes,Yes,Fiber optic,Month-to-month,99.95,Yes
Female,0,Yes,27,Yes,No,Fiber optic,Month-to-month,74.4,No
Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,90,Yes
Male,0,No,7,Yes,No,Fiber optic,Month-to-month,74.9,No
Female,1,No,14,Yes,Yes,Fiber optic,Month-to-month,104.85,Yes
Male,0,Yes,11,Yes,No,DSL,Month-to-month,59.65,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,110.45,No
Male,0,Yes,28,Yes,Yes,Fiber optic,One year,106.1,Yes
Male,1,No,15,Yes,Yes,Fiber optic,Month-to-month,74.2,Yes
Female,1,No,4,Yes,Yes,Fiber optic,Month-to-month,74.45,No
Female,0,No,71,Yes,Yes,DSL,Two year,24.55,No
Female,0,No,5,Yes,No,Fiber optic,Month-to-month,89.35,Yes
Male,0,Yes,47,Yes,Yes,DSL,Two year,24.55,No
Male,1,No,57,Yes,No,Fiber optic,One year,90.65,No
Male,1,No,50,Yes,Yes,Fiber optic,Two year,105.05,No
Male,0,No,8,Yes,No,DSL,Month-to-month,20.45,No
Female,0,Yes,48,Yes,No,DSL,Two year,19.55,No
Female,0,No,70,Yes,No,DSL,One year,19.7,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,70.45,No
Male,0,No,8,Yes,Yes,Fiber optic,Month-to-month,85.65,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,77.15,Yes
Male,0,No,1,No,No,DSL,Month-to-month,35.25,Yes
Male,0,Yes,60,Yes,No,DSL,Two year,20.55,No
Male,0,Yes,49,Yes,Yes,Fiber optic,One year,97.95,No
Male,0,No,4,No,No,DSL,Month-to-month,48.55,Yes
Female,0,No,29,Yes,No,DSL,One year,20,No
Female,0,No,67,Yes,Yes,DSL,Two year,25.25,No
Female,0,No,53,Yes,Yes,Fiber optic,Month-to-month,98.4,Yes
Male,0,No,67,Yes,Yes,DSL,Two year,70.9,No
Female,0,Yes,6,Yes,No,DSL,Month-to-month,19.85,No
Female,0,No,47,Yes,Yes,Fiber optic,Month-to-month,106.35,No
Female,0,No,53,Yes,No,Fiber optic,Two year,99.5,No
Male,0,No,69,Yes,No,DSL,Two year,84.7,No
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,86.05,No
Male,0,No,4,Yes,No,DSL,Month-to-month,44.55,No
Male,0,Yes,56,Yes,Yes,DSL,Two year,75.85,No
Male,1,No,59,Yes,Yes,Fiber optic,Month-to-month,93.85,Yes
Male,1,No,61,Yes,Yes,DSL,Two year,25,No
Female,0,No,2,Yes,No,DSL,Month-to-month,45,No
Male,1,Yes,46,Yes,Yes,Fiber optic,Month-to-month,100.7,Yes
Male,0,Yes,12,Yes,No,DSL,Month-to-month,20.5,No
Female,0,No,14,Yes,Yes,Fiber optic,Month-to-month,80.45,Yes
Female,0,Yes,28,Yes,Yes,Fiber optic,One year,90.45,No
Male,0,No,24,Yes,No,DSL,Month-to-month,60.45,No
Male,0,No,31,Yes,No,DSL,Month-to-month,55.25,Yes
Female,0,Yes,68,Yes,Yes,DSL,One year,78.45,No
Male,0,Yes,39,Yes,Yes,Fiber optic,Two year,100.55,No
Female,0,No,42,Yes,No,DSL,Month-to-month,20.35,No
Male,0,No,13,No,No,DSL,Month-to-month,54.45,Yes
Female,0,No,6,Yes,Yes,Fiber optic,Month-to-month,90.75,No
Male,0,No,35,Yes,Yes,Fiber optic,Month-to-month,75.35,Yes
Female,0,No,38,Yes,No,DSL,One year,20.25,No
Male,0,No,18,Yes,No,DSL,Two year,20.05,No
Female,0,No,4,Yes,No,DSL,Month-to-month,19.6,No
Male,0,No,27,Yes,No,DSL,Month-to-month,53.8,No
Male,0,Yes,41,Yes,No,DSL,One year,70.2,No
Male,0,Yes,50,Yes,No,DSL,One year,75.5,No
Male,0,Yes,72,Yes,No,DSL,Two year,20.35,No
Female,0,No,70,Yes,Yes,DSL,One year,26.05,No
Male,0,Yes,44,Yes,No,DSL,One year,20.6,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,75.7,Yes
Female,0,Yes,34,Yes,No,DSL,One year,20.1,No
Female,1,No,72,Yes,Yes,DSL,Two year,24.3,No
Male,0,No,71,Yes,Yes,DSL,Two year,24.5,No
Female,0,No,64,Yes,Yes,Fiber optic,Two year,110.5,No
Female,0,No,72,Yes,Yes,DSL,Two year,25.25,No
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,74.25,Yes
Male,1,No,29,Yes,No,Fiber optic,One year,90.1,No
Female,0,No,23,Yes,No,DSL,One year,68.75,No
Male,0,Yes,52,Yes,No,DSL,Two year,19.2,No
Female,1,No,25,Yes,Yes,Fiber optic,Month-to-month,89.7,Yes
Female,0,No,64,Yes,Yes,Fiber optic,Two year,115.1,No
Female,1,No,16,Yes,Yes,Fiber optic,Month-to-month,96.4,Yes
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,69.5,Yes
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,99.65,No
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,91.45,No
Female,0,Yes,34,Yes,No,DSL,Two year,84.75,No
Male,1,No,36,Yes,Yes,Fiber optic,Month-to-month,85.25,Yes
Male,0,Yes,53,Yes,Yes,DSL,One year,78.75,No
Female,0,Yes,47,Yes,No,DSL,Two year,20.25,No
Male,0,Yes,72,Yes,No,DSL,Two year,19.9,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,97.75,No
Male,0,No,1,Yes,No,DSL,Month-to-month,19.4,Yes
Female,0,No,9,Yes,Yes,Fiber optic,Month-to-month,83.3,Yes
Female,0,No,8,Yes,No,Fiber optic,Month-to-month,80.1,Yes
Male,1,No,45,Yes,No,DSL,One year,62.7,Yes
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,100.4,No
Female,0,No,71,Yes,Yes,DSL,Two year,24.45,No
Female,1,No,41,Yes,No,Fiber optic,One year,101.1,No
Male,0,Yes,67,No,No,DSL,Two year,50.9,No
Male,0,No,69,Yes,Yes,Fiber optic,One year,107.2,No
Female,1,No,70,Yes,Yes,DSL,Two year,92.2,No
Male,0,No,25,Yes,Yes,DSL,One year,25.3,Yes
Male,0,No,72,Yes,Yes,Fiber optic,Two year,113.4,No
Male,0,Yes,34,No,No,DSL,Two year,40.55,No
Female,0,Yes,65,Yes,Yes,DSL,Two year,26,No
Female,0,No,70,Yes,Yes,Fiber optic,Two year,111.95,No
Female,0,Yes,72,No,No,DSL,Two year,53.8,No
Male,0,Yes,35,Yes,No,DSL,One year,72.1,No
Male,0,No,13,Yes,Yes,Fiber optic,Month-to-month,98.15,Yes
Female,0,No,12,Yes,Yes,DSL,One year,78.85,No
Female,0,Yes,62,Yes,No,DSL,One year,70.75,No
Female,0,No,25,Yes,No,DSL,Month-to-month,76.15,No
Female,0,No,52,No,No,DSL,Two year,39.1,No
Male,1,No,8,Yes,No,Fiber optic,Month-to-month,69.95,No
Male,0,No,2,Yes,No,DSL,Month-to-month,20.05,No
Female,0,Yes,56,Yes,No,DSL,Two year,20.05,No
Female,0,No,12,Yes,No,DSL,Month-to-month,19.45,No
Female,0,No,47,Yes,Yes,DSL,One year,26.9,No
Male,1,No,2,Yes,No,DSL,Month-to-month,19.2,No
Female,0,No,18,Yes,No,DSL,Month-to-month,50,No
Female,0,No,8,Yes,No,DSL,Month-to-month,60,No
Male,0,No,45,Yes,Yes,Fiber optic,Month-to-month,84.55,No
Male,0,No,3,Yes,No,DSL,Month-to-month,45.45,No
Female,0,No,38,Yes,No,DSL,One year,20.05,No
Male,0,No,72,Yes,Yes,Fiber optic,Two year,115.55,No
Male,0,No,46,Yes,Yes,Fiber optic,Month-to-month,93.7,Yes
Female,0,Yes,71,Yes,Yes,Fiber optic,Two year,99,No
Male,0,Yes,66,No,No,DSL,Two year,50.55,No
Male,1,No,25,Yes,Yes,Fiber optic,Month-to-month,105.95,Yes
Male,0,No,18,Yes,Yes,DSL,One year,82,Yes
Female,0,Yes,13,Yes,Yes,DSL,Two year,25,No
Female,0,Yes,65,Yes,Yes,DSL,Two year,91.55,No
Male,0,No,60,Yes,Yes,Fiber optic,Month-to-month,95.75,Yes
Male,0,Yes,15,Yes,No,DSL,Two year,19.35,No
Female,0,No,72,Yes,Yes,DSL,Two year,24.85,No
Male,0,No,30,Yes,Yes,Fiber optic,Month-to-month,94.05,Yes
Female,0,Yes,42,Yes,No,Fiber optic,Two year,100.4,No
Female,0,No,71,Yes,Yes,DSL,Two year,25,No
Female,0,No,1,Yes,No,DSL,Month-to-month,54.75,Yes
Male,1,No,39,Yes,Yes,Fiber optic,Month-to-month,95.65,Yes
Female,0,No,35,Yes,No,DSL,Month-to-month,19.25,No
Female,0,Yes,53,Yes,No,Fiber optic,Month-to-month,108.25,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,94.6,Yes
Female,1,Yes,31,Yes,No,Fiber optic,Month-to-month,98.9,Yes
Male,0,No,48,Yes,No,DSL,Two year,20.15,No
Female,1,Yes,30,Yes,Yes,Fiber optic,Month-to-month,101.3,No
Male,0,No,10,Yes,No,DSL,Month-to-month,20,No
Female,0,Yes,12,Yes,Yes,Fiber optic,Month-to-month,105.3,No
Female,1,No,57,Yes,No,DSL,Two year,69.85,No
Female,0,No,58,Yes,No,DSL,Month-to-month,65.25,No
Female,0,No,37,Yes,No,DSL,Two year,19.8,No
Female,0,Yes,44,Yes,No,DSL,Month-to-month,19.6,No
Male,0,Yes,27,Yes,No,DSL,One year,20.05,No
Female,0,No,8,Yes,No,DSL,Month-to-month,49.4,No
Male,1,No,3,Yes,Yes,Fiber optic,Month-to-month,76.05,Yes
Female,1,No,25,Yes,No,Fiber optic,Month-to-month,88.4,No
Female,0,Yes,57,Yes,Yes,Fiber optic,Month-to-month,100.6,No
Female,0,No,12,Yes,No,DSL,Month-to-month,19.45,No
Female,0,Yes,62,Yes,No,DSL,Two year,20.3,No
Female,0,No,65,Yes,Yes,Fiber optic,Two year,107.65,No
Female,0,No,71,Yes,Yes,DSL,Two year,80.45,No
Female,0,Yes,21,Yes,No,DSL,One year,58.85,No
Male,0,No,71,Yes,Yes,Fiber optic,One year,109.6,No
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,75.15,No
Female,0,No,72,Yes,No,DSL,Two year,73,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.1,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,98.65,No
Female,0,Yes,64,Yes,Yes,Fiber optic,One year,111.45,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,114.9,No
Female,0,No,29,Yes,Yes,Fiber optic,Month-to-month,100.55,No
Female,0,No,13,Yes,No,DSL,Two year,20.4,No
Female,0,No,31,Yes,Yes,Fiber optic,Month-to-month,104.35,No
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,69.75,Yes
Male,0,Yes,7,No,No,DSL,Month-to-month,34.5,Yes
Male,0,No,61,Yes,Yes,Fiber optic,Month-to-month,105.55,Yes
Female,0,Yes,39,No,No,DSL,Month-to-month,30.1,Yes
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,70.3,Yes
Female,0,Yes,14,Yes,Yes,DSL,Month-to-month,80.45,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,80.2,Yes
Female,0,Yes,67,Yes,Yes,Fiber optic,One year,94.35,Yes
Female,0,No,72,Yes,Yes,DSL,Two year,91.35,No
Male,0,Yes,6,Yes,No,DSL,Month-to-month,44.6,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,19.6,Yes
Male,0,Yes,25,Yes,No,DSL,One year,19.9,No
Female,1,No,33,Yes,Yes,Fiber optic,Month-to-month,110.45,Yes
Male,0,No,18,Yes,No,DSL,Month-to-month,68.35,No
Male,0,No,71,Yes,No,DSL,Two year,79.1,No
Male,1,Yes,28,Yes,Yes,DSL,One year,51,No
Female,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,80.55,No
Male,0,Yes,17,Yes,Yes,DSL,Month-to-month,66.7,No
Male,0,No,56,Yes,Yes,Fiber optic,Month-to-month,86.4,No
Female,0,No,60,No,No,DSL,One year,50.05,No
Female,0,No,33,Yes,Yes,DSL,Two year,25.7,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,83.4,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,70.7,Yes
Male,0,No,63,Yes,Yes,Fiber optic,Two year,84.65,No
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,99.25,Yes
Female,0,No,55,Yes,No,DSL,Two year,64.75,No
Female,0,No,65,Yes,Yes,Fiber optic,One year,100.15,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,84.8,Yes
Male,0,No,63,Yes,Yes,DSL,Two year,25.25,No
Female,1,No,70,Yes,Yes,Fiber optic,Two year,113,No
Female,0,Yes,36,No,No,DSL,Two year,40.65,No
Male,0,No,52,Yes,No,Fiber optic,One year,105,Yes
Male,0,No,22,Yes,Yes,DSL,Month-to-month,54.45,Yes
Male,0,No,22,Yes,No,Fiber optic,Month-to-month,94.95,No
Female,1,No,5,Yes,No,DSL,Month-to-month,59.9,No
Female,0,No,47,Yes,No,Fiber optic,Month-to-month,85.3,Yes
Female,0,No,33,Yes,Yes,Fiber optic,Month-to-month,83.35,Yes
Male,0,No,18,No,No,DSL,Month-to-month,33.5,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,19.8,No
Male,0,No,56,Yes,No,DSL,Two year,81.8,No
Female,0,No,2,Yes,No,DSL,Month-to-month,20,No
Male,0,No,35,Yes,Yes,DSL,Month-to-month,59.6,No
Female,0,No,64,Yes,Yes,DSL,Two year,25,No
Female,0,No,15,Yes,Yes,Fiber optic,Month-to-month,84.35,No
Male,0,No,24,Yes,No,Fiber optic,Month-to-month,90.35,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,55.55,No
Female,0,Yes,70,Yes,No,DSL,Two year,75.35,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,90.75,Yes
Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,89.6,Yes
Female,0,No,39,Yes,No,DSL,One year,59.3,No
Female,0,No,29,Yes,Yes,DSL,Month-to-month,66.1,No
